"Timestamp","Distance Filter","Accuracy","Speed","Course","Distance","Latitude","Longitude"
2017-08-26_09:01:36,0,10,42,48,13,33.86502,-118.38716
2017-08-26_09:01:37,0,10,45,48,12,33.86509,-118.38707
2017-08-26_09:01:38,0,10,47,48,13,33.86517,-118.38697
2017-08-26_09:01:39,0,10,48,48,14,33.86525,-118.38686
2017-08-26_09:01:40,0,10,48,48,13,33.86533,-118.38676
2017-08-26_09:01:41,0,10,49,48,14,33.86541,-118.38666
2017-08-26_09:01:42,0,10,51,48,14,33.86549,-118.38654
2017-08-26_09:01:43,0,10,52,48,15,33.86558,-118.38643
2017-08-26_09:01:44,0,10,52,48,15,33.86567,-118.38631
2017-08-26_09:01:45,0,10,51,49,15,33.86576,-118.38620
2017-08-26_09:01:46,0,10,51,50,14,33.86584,-118.38609
2017-08-26_09:01:47,0,10,51,51,15,33.86592,-118.38597
2017-08-26_09:01:48,0,10,51,52,14,33.86600,-118.38586
2017-08-26_09:01:49,0,10,49,53,15,33.86607,-118.38574
2017-08-26_09:01:50,0,10,45,53,13,33.86614,-118.38563
2017-08-26_09:01:51,0,10,37,54,11,33.86620,-118.38553
2017-08-26_09:01:52,0,10,28,56,10,33.86625,-118.38545
2017-08-26_09:01:53,0,10,22,70,6,33.86627,-118.38540
2017-08-26_09:01:54,0,10,16,99,5,33.86626,-118.38535
2017-08-26_09:01:55,0,10,16,130,5,33.86623,-118.38532
2017-08-26_09:01:56,0,10,21,149,6,33.86619,-118.38529
2017-08-26_09:01:57,0,10,26,154,7,33.86614,-118.38525
2017-08-26_09:01:58,0,10,30,153,9,33.86607,-118.38521
2017-08-26_09:01:59,0,10,31,153,9,33.86601,-118.38517
2017-08-26_09:02:00,0,10,31,152,9,33.86594,-118.38513
2017-08-26_09:02:01,0,10,30,151,9,33.86588,-118.38508
2017-08-26_09:02:02,0,10,27,152,8,33.86581,-118.38504
2017-08-26_09:02:03,0,10,23,153,7,33.86576,-118.38501
2017-08-26_09:02:04,0,10,21,152,6,33.86571,-118.38498
2017-08-26_09:02:05,0,10,18,147,6,33.86567,-118.38495
2017-08-26_09:02:06,0,10,15,127,5,33.86565,-118.38491
2017-08-26_09:02:07,0,10,11,98,3,33.86565,-118.38488
2017-08-26_09:02:08,0,10,7,78,3,33.86566,-118.38486
2017-08-26_09:02:09,0,10,8,73,3,33.86566,-118.38483
2017-08-26_09:02:10,0,10,10,69,3,33.86567,-118.38481
2017-08-26_09:02:12,0,10,14,65,4,33.86569,-118.38478
2017-08-26_09:02:13,0,10,15,62,4,33.86570,-118.38474
2017-08-26_09:02:14,0,10,14,62,5,33.86572,-118.38470
2017-08-26_09:02:15,0,10,12,61,4,33.86574,-118.38467
2017-08-26_09:02:16,0,10,10,61,3,33.86575,-118.38464
2017-08-26_09:02:17,0,10,9,57,3,33.86576,-118.38462
2017-08-26_09:02:18,0,10,9,43,3,33.86578,-118.38461
2017-08-26_09:02:19,0,10,7,19,2,33.86579,-118.38461
2017-08-26_09:02:20,0,10,1,3,1,33.86580,-118.38461
2017-08-26_09:02:21,0,10,0,3,0,33.86580,-118.38461
2017-08-26_09:02:22,0,10,2,236,1,33.86580,-118.38461
2017-08-26_09:02:23,0,10,4,232,1,33.86580,-118.38461
2017-08-26_09:02:24,0,10,5,232,1,33.86579,-118.38461
2017-08-26_09:02:25,0,10,2,217,1,33.86578,-118.38461
2017-08-26_09:02:26,0,10,0,218,0,33.86578,-118.38461
2017-08-26_09:02:27,0,10,2,218,1,33.86579,-118.38461
2017-08-26_09:02:28,0,10,5,329,2,33.86580,-118.38462
2017-08-26_09:02:29,0,10,6,329,2,33.86581,-118.38463
2017-08-26_09:02:30,0,10,4,330,2,33.86582,-118.38463
2017-08-26_09:02:31,0,10,2,330,1,33.86582,-118.38464
2017-08-26_09:02:32,0,10,1,331,1,33.86582,-118.38464
2017-08-26_09:02:33,0,10,2,331,1,33.86583,-118.38464
2017-08-26_09:02:34,0,10,3,331,1,33.86583,-118.38465
2017-08-26_09:02:35,0,10,3,331,1,33.86584,-118.38465
2017-08-26_09:02:36,0,10,3,331,1,33.86584,-118.38465
2017-08-26_09:02:37,0,10,1,331,1,33.86584,-118.38466
2017-08-26_09:02:38,0,10,1,331,1,33.86584,-118.38466
2017-08-26_09:02:39,0,10,0,331,0,33.86584,-118.38466
2017-08-26_09:02:40,0,10,0,331,0,33.86584,-118.38466
2017-08-26_09:02:44,0,10,0,340,0,33.86584,-118.38466
2017-08-26_09:02:45,0,10,2,340,1,33.86584,-118.38466
2017-08-26_09:02:46,0,10,2,340,1,33.86584,-118.38466
2017-08-26_09:02:47,0,10,2,340,1,33.86584,-118.38465
2017-08-26_09:12:29,0,65,0,-1,31,33.86590,-118.38497
2017-08-26_09:12:30,0,283,0,-1,6,33.86594,-118.38494
2017-08-26_09:12:30,0,283,0,-1,6,33.86597,-118.38490
2017-08-26_09:12:30,0,283,0,-1,6,33.86600,-118.38487
2017-08-26_09:12:30,0,283,0,-1,5,33.86604,-118.38483
2017-08-26_09:12:30,0,65,0,-1,29,33.86628,-118.38492
2017-08-26_09:12:32,0,30,0,-1,58,33.86582,-118.38463
2017-08-26_09:12:33,0,30,2,-1,1,33.86582,-118.38464
2017-08-26_09:12:34,0,18,2,138,1,33.86582,-118.38464
2017-08-26_09:12:35,0,18,1,138,1,33.86582,-118.38464
2017-08-26_09:12:36,0,18,0,138,0,33.86582,-118.38464
